Year,Month,Month_Name,Hour,birth year,gender,usertype,total_rides,avg_trip_duration,age
2018,1,January,0,1957,Male,Subscriber,4,78.75,62
2018,1,January,0,1958,Male,Subscriber,1,374.0,61
2018,1,January,0,1962,Male,Subscriber,13,695.3846153846154,57
2018,1,January,0,1964,Male,Subscriber,2,362.5,55
2018,1,January,0,1968,Male,Subscriber,1,2421.0,51
2018,1,January,0,1970,Male,Subscriber,1,129.0,49
2018,1,January,0,1971,Female,Subscriber,1,305.0,48
2018,1,January,0,1972,Male,Subscriber,2,162.5,47
2018,1,January,0,1974,Male,Subscriber,1,319.0,45
2018,1,January,0,1975,Male,Subscriber,5,2406.8,44
2018,1,January,0,1976,Male,Subscriber,3,431.0,43
2018,1,January,0,1978,Unknown,Subscriber,1,364.0,41
2018,1,January,0,1978,Male,Subscriber,2,255.5,41
2018,1,January,0,1978,Female,Subscriber,2,178.5,41
2018,1,January,0,1979,Male,Subscriber,3,400.0,40
2018,1,January,0,1981,Male,Subscriber,1,96.0,38
2018,1,January,0,1982,Male,Customer,1,386.0,37
2018,1,January,0,1982,Male,Subscriber,1,313.0,37
2018,1,January,0,1983,Male,Subscriber,1,302.0,36
2018,1,January,0,1984,Male,Subscriber,2,312.5,35
2018,1,January,0,1984,Female,Subscriber,1,273.0,35
2018,1,January,0,1985,Male,Subscriber,1,99.0,34
2018,1,January,0,1985,Female,Subscriber,1,164.0,34
2018,1,January,0,1986,Male,Subscriber,7,233.85714285714286,33
2018,1,January,0,1986,Female,Subscriber,1,290.0,33
2018,1,January,0,1988,Male,Subscriber,8,556.5,31
2018,1,January,0,1989,Male,Subscriber,2,311.5,30
2018,1,January,0,1989,Female,Subscriber,3,209.0,30
2018,1,January,0,1990,Male,Subscriber,6,429.6666666666667,29
2018,1,January,0,1991,Male,Subscriber,2,545.0,28
2018,1,January,0,1991,Female,Subscriber,2,116.5,28
2018,1,January,0,1992,Male,Subscriber,3,161.33333333333334,27
2018,1,January,0,1992,Female,Subscriber,1,97.0,27
2018,1,January,0,1993,Female,Subscriber,2,562.0,26
2018,1,January,0,1994,Male,Subscriber,1,135.0,25
2018,1,January,0,1994,Female,Subscriber,1,832.0,25
2018,1,January,1,1952,Male,Subscriber,1,331.0,67
2018,1,January,1,1957,Male,Subscriber,3,85.33333333333333,62
2018,1,January,1,1962,Male,Subscriber,2,686.5,57
2018,1,January,1,1964,Male,Subscriber,2,242.0,55
2018,1,January,1,1970,Male,Subscriber,1,115.0,49
2018,1,January,1,1972,Male,Subscriber,2,167.0,47
2018,1,January,1,1973,Male,Subscriber,2,205.0,46
2018,1,January,1,1975,Male,Subscriber,4,1823.75,44
2018,1,January,1,1976,Male,Subscriber,2,240.0,43
2018,1,January,1,1978,Male,Subscriber,1,193.0,41
2018,1,January,1,1979,Male,Subscriber,2,202.0,40
2018,1,January,1,1980,Male,Subscriber,1,317.0,39
2018,1,January,1,1980,Female,Subscriber,1,319.0,39
2018,1,January,1,1981,Male,Subscriber,2,261.5,38
2018,1,January,1,1981,Female,Subscriber,1,376.0,38
2018,1,January,1,1982,Male,Subscriber,2,196.0,37
2018,1,January,1,1982,Female,Subscriber,1,124.0,37
2018,1,January,1,1983,Male,Subscriber,2,165.5,36
2018,1,January,1,1983,Female,Subscriber,1,232.0,36
2018,1,January,1,1985,Male,Subscriber,1,482.0,34
2018,1,January,1,1986,Male,Subscriber,4,177.75,33
2018,1,January,1,1986,Female,Subscriber,1,425.0,33
2018,1,January,1,1988,Male,Subscriber,7,584.4285714285714,31
2018,1,January,1,1989,Male,Subscriber,1,807.0,30
2018,1,January,1,1989,Female,Subscriber,2,434.0,30
2018,1,January,1,1990,Male,Subscriber,6,309.3333333333333,29
2018,1,January,1,1992,Male,Subscriber,1,258.0,27
2018,1,January,1,1994,Male,Subscriber,1,294.0,25
2018,1,January,2,1952,Male,Subscriber,1,611.0,67
2018,1,January,2,1964,Male,Subscriber,1,355.0,55
2018,1,January,2,1969,Unknown,Customer,1,385.0,50
2018,1,January,2,1970,Male,Subscriber,1,225.0,49
2018,1,January,2,1972,Male,Subscriber,1,121.0,47
2018,1,January,2,1974,Male,Subscriber,1,562.0,45
2018,1,January,2,1976,Male,Subscriber,1,142.0,43
2018,1,January,2,1979,Male,Subscriber,1,396.0,40
2018,1,January,2,1980,Male,Subscriber,1,1327.0,39
2018,1,January,2,1980,Female,Subscriber,2,245.5,39
2018,1,January,2,1981,Male,Subscriber,1,148.0,38
2018,1,January,2,1986,Female,Subscriber,1,238.0,33
2018,1,January,2,1987,Male,Subscriber,3,365.0,32
2018,1,January,2,1988,Male,Subscriber,4,556.5,31
2018,1,January,2,1989,Male,Subscriber,1,421.0,30
2018,1,January,2,1989,Female,Subscriber,1,468.0,30
2018,1,January,2,1990,Male,Subscriber,1,293.0,29
2018,1,January,2,1992,Male,Subscriber,2,629.0,27
2018,1,January,2,1994,Male,Subscriber,1,360.0,25
2018,1,January,3,1960,Male,Subscriber,2,357.5,59
2018,1,January,3,1969,Unknown,Customer,1,929.0,50
2018,1,January,3,1970,Male,Subscriber,1,358.0,49
2018,1,January,3,1978,Male,Subscriber,4,442.5,41
2018,1,January,3,1981,Male,Subscriber,1,172.0,38
2018,1,January,3,1982,Male,Subscriber,1,132.0,37
2018,1,January,3,1986,Male,Subscriber,1,257.0,33
2018,1,January,3,1987,Male,Subscriber,1,290.0,32
2018,1,January,3,1988,Male,Subscriber,3,370.3333333333333,31
2018,1,January,3,1989,Male,Subscriber,2,372.0,30
2018,1,January,3,1990,Male,Subscriber,3,1003.0,29
2018,1,January,3,1993,Male,Subscriber,1,209.0,26
2018,1,January,4,1960,Male,Subscriber,1,493.0,59
2018,1,January,4,1961,Male,Subscriber,1,187.0,58
2018,1,January,4,1964,Male,Subscriber,1,536.0,55
2018,1,January,4,1966,Male,Subscriber,1,447.0,53
2018,1,January,4,1969,Unknown,Subscriber,1,135.0,50
2018,1,January,4,1976,Male,Subscriber,1,270.0,43
2018,1,January,4,1980,Male,Subscriber,12,171.91666666666666,39
2018,1,January,4,1981,Male,Subscriber,2,157.0,38
2018,1,January,4,1982,Male,Subscriber,4,223.0,37
2018,1,January,4,1983,Male,Subscriber,6,147.0,36
2018,1,January,4,1984,Male,Subscriber,1,313.0,35
2018,1,January,4,1986,Female,Subscriber,1,208.0,33
2018,1,January,4,1987,Female,Subscriber,1,100.0,32
2018,1,January,4,1989,Male,Subscriber,2,115.5,30
2018,1,January,4,1994,Male,Subscriber,1,307.0,25
2018,1,January,4,1994,Female,Subscriber,1,110.0,25
2018,1,January,4,1995,Male,Subscriber,2,310.0,24
2018,1,January,4,1996,Male,Subscriber,1,1116.0,23
2018,1,January,5,1957,Male,Subscriber,2,359.0,62
2018,1,January,5,1959,Female,Subscriber,2,232.5,60
2018,1,January,5,1960,Male,Subscriber,2,575.0,59
2018,1,January,5,1961,Male,Subscriber,11,183.8181818181818,58
2018,1,January,5,1962,Male,Subscriber,16,418.0625,57
2018,1,January,5,1964,Male,Subscriber,4,598.0,55
2018,1,January,5,1965,Male,Subscriber,1,397.0,54
2018,1,January,5,1966,Male,Subscriber,2,459.5,53
2018,1,January,5,1967,Male,Subscriber,4,673.0,52
2018,1,January,5,1969,Unknown,Customer,2,290.5,50
2018,1,January,5,1969,Unknown,Subscriber,1,241.0,50
2018,1,January,5,1972,Female,Subscriber,1,556.0,47
2018,1,January,5,1974,Male,Subscriber,1,264.0,45
2018,1,January,5,1975,Male,Subscriber,1,154.0,44
2018,1,January,5,1978,Male,Subscriber,2,195.5,41
2018,1,January,5,1979,Male,Subscriber,10,336.2,40
2018,1,January,5,1980,Male,Subscriber,10,234.2,39
2018,1,January,5,1982,Male,Subscriber,22,188.5,37
2018,1,January,5,1983,Male,Subscriber,1,395.0,36
2018,1,January,5,1984,Male,Subscriber,10,261.0,35
2018,1,January,5,1984,Female,Subscriber,5,1312.8,35
2018,1,January,5,1985,Male,Subscriber,30,352.4,34
2018,1,January,5,1986,Male,Subscriber,1,497.0,33
2018,1,January,5,1986,Female,Subscriber,2,302.0,33
2018,1,January,5,1987,Male,Subscriber,2,264.5,32
2018,1,January,5,1987,Female,Subscriber,1,133.0,32
2018,1,January,5,1988,Male,Subscriber,3,189.33333333333334,31
2018,1,January,5,1989,Male,Subscriber,2,105.5,30
2018,1,January,5,1993,Male,Subscriber,2,266.0,26
2018,1,January,5,1994,Male,Subscriber,14,238.42857142857142,25
2018,1,January,5,1994,Female,Subscriber,1,240.0,25
2018,1,January,5,1995,Male,Subscriber,2,660.5,24
2018,1,January,6,1955,Male,Subscriber,1,214.0,64
2018,1,January,6,1956,Male,Subscriber,7,1052.5714285714287,63
2018,1,January,6,1957,Male,Subscriber,3,384.0,62
2018,1,January,6,1958,Male,Subscriber,12,240.41666666666666,61
2018,1,January,6,1959,Female,Subscriber,3,238.33333333333334,60
2018,1,January,6,1960,Male,Subscriber,1,235.0,59
2018,1,January,6,1962,Male,Subscriber,3,527.0,57
2018,1,January,6,1963,Male,Subscriber,5,173.0,56
2018,1,January,6,1964,Male,Subscriber,15,453.6,55
2018,1,January,6,1965,Male,Subscriber,4,190.75,54
2018,1,January,6,1967,Male,Subscriber,2,224.0,52
2018,1,January,6,1968,Male,Subscriber,2,334.0,51
2018,1,January,6,1969,Male,Subscriber,5,324.6,50
2018,1,January,6,1969,Female,Subscriber,2,383.5,50
2018,1,January,6,1970,Male,Subscriber,19,193.6315789473684,49
2018,1,January,6,1971,Male,Subscriber,7,168.0,48
2018,1,January,6,1971,Female,Subscriber,12,254.91666666666666,48
2018,1,January,6,1972,Male,Subscriber,6,626.0,47
2018,1,January,6,1973,Male,Subscriber,9,208.88888888888889,46
2018,1,January,6,1973,Female,Subscriber,1,590.0,46
2018,1,January,6,1974,Male,Subscriber,17,270.88235294117646,45
2018,1,January,6,1975,Male,Subscriber,11,239.63636363636363,44
2018,1,January,6,1975,Female,Subscriber,1,172.0,44
2018,1,January,6,1976,Male,Subscriber,5,394.4,43
2018,1,January,6,1977,Male,Subscriber,8,672.5,42
2018,1,January,6,1977,Female,Subscriber,17,264.11764705882354,42
2018,1,January,6,1978,Male,Subscriber,11,163.63636363636363,41
2018,1,January,6,1979,Male,Subscriber,13,284.0769230769231,40
2018,1,January,6,1980,Male,Subscriber,26,276.7692307692308,39
2018,1,January,6,1981,Male,Subscriber,7,329.0,38
2018,1,January,6,1982,Male,Subscriber,13,302.46153846153845,37
2018,1,January,6,1983,Male,Subscriber,10,225.1,36
2018,1,January,6,1983,Female,Subscriber,3,268.6666666666667,36
2018,1,January,6,1984,Male,Subscriber,6,313.3333333333333,35
2018,1,January,6,1984,Female,Subscriber,1,1001.0,35
2018,1,January,6,1985,Male,Subscriber,8,208.5,34
2018,1,January,6,1986,Male,Subscriber,9,245.66666666666666,33
2018,1,January,6,1986,Female,Subscriber,3,456.0,33
2018,1,January,6,1987,Male,Subscriber,4,305.0,32
2018,1,January,6,1987,Female,Subscriber,7,257.85714285714283,32
2018,1,January,6,1988,Male,Subscriber,9,247.44444444444446,31
2018,1,January,6,1988,Female,Subscriber,3,341.0,31
2018,1,January,6,1989,Male,Subscriber,7,319.0,30
2018,1,January,6,1989,Female,Subscriber,9,253.66666666666666,30
2018,1,January,6,1990,Male,Subscriber,8,332.5,29
2018,1,January,6,1990,Female,Subscriber,1,209.0,29
2018,1,January,6,1991,Male,Subscriber,6,274.1666666666667,28
2018,1,January,6,1991,Female,Subscriber,6,503.3333333333333,28
2018,1,January,6,1992,Male,Subscriber,2,121.0,27
2018,1,January,6,1993,Male,Subscriber,1,151.0,26
2018,1,January,6,1993,Female,Subscriber,2,581.0,26
2018,1,January,6,1994,Male,Subscriber,5,496.0,25
2018,1,January,6,1995,Male,Subscriber,4,412.25,24
2018,1,January,6,1995,Female,Subscriber,2,119.0,24
2018,1,January,7,1950,Male,Subscriber,1,859.0,69
2018,1,January,7,1954,Male,Subscriber,3,588.0,65
2018,1,January,7,1955,Male,Subscriber,2,272.0,64
2018,1,January,7,1956,Male,Subscriber,22,326.22727272727275,63
2018,1,January,7,1957,Male,Subscriber,3,323.6666666666667,62
2018,1,January,7,1958,Male,Subscriber,10,299.7,61
2018,1,January,7,1959,Female,Subscriber,4,276.5,60
2018,1,January,7,1960,Male,Subscriber,14,243.57142857142858,59
2018,1,January,7,1961,Female,Subscriber,3,250.66666666666666,58
2018,1,January,7,1962,Female,Subscriber,2,149.5,57
2018,1,January,7,1963,Male,Subscriber,7,147.85714285714286,56
2018,1,January,7,1964,Male,Subscriber,7,500.0,55
2018,1,January,7,1964,Female,Subscriber,1,447.0,55
2018,1,January,7,1965,Male,Subscriber,1,948.0,54
2018,1,January,7,1966,Male,Subscriber,13,348.53846153846155,53
2018,1,January,7,1966,Female,Subscriber,2,1009.5,53
2018,1,January,7,1967,Male,Subscriber,3,609.3333333333334,52
2018,1,January,7,1968,Male,Subscriber,18,303.6111111111111,51
2018,1,January,7,1969,Unknown,Customer,4,446.25,50
2018,1,January,7,1969,Unknown,Subscriber,8,156.25,50
2018,1,January,7,1969,Male,Subscriber,26,369.88461538461536,50
2018,1,January,7,1970,Male,Subscriber,23,257.5217391304348,49
2018,1,January,7,1970,Female,Subscriber,1,738.0,49
2018,1,January,7,1971,Male,Subscriber,2,122.5,48
2018,1,January,7,1971,Female,Subscriber,11,871.9090909090909,48
2018,1,January,7,1972,Male,Subscriber,8,552.125,47
2018,1,January,7,1973,Male,Subscriber,36,324.1666666666667,46
2018,1,January,7,1974,Male,Subscriber,5,246.2,45
2018,1,January,7,1974,Female,Subscriber,1,462.0,45
2018,1,January,7,1975,Male,Subscriber,15,180.6,44
2018,1,January,7,1975,Female,Subscriber,2,221.0,44
2018,1,January,7,1976,Male,Subscriber,9,540.0,43
2018,1,January,7,1976,Female,Subscriber,1,1034.0,43
2018,1,January,7,1977,Male,Subscriber,18,310.55555555555554,42
2018,1,January,7,1977,Female,Subscriber,19,319.8421052631579,42
2018,1,January,7,1978,Male,Subscriber,13,226.92307692307693,41
2018,1,January,7,1978,Female,Subscriber,4,392.5,41
2018,1,January,7,1979,Male,Subscriber,67,397.53731343283584,40
2018,1,January,7,1979,Female,Subscriber,1,478.0,40
2018,1,January,7,1980,Male,Subscriber,19,334.89473684210526,39
2018,1,January,7,1980,Female,Subscriber,2,306.5,39
2018,1,January,7,1981,Male,Subscriber,18,339.3888888888889,38
2018,1,January,7,1981,Female,Subscriber,8,329.75,38
2018,1,January,7,1982,Male,Subscriber,16,557.1875,37
2018,1,January,7,1982,Female,Subscriber,8,332.875,37
2018,1,January,7,1983,Male,Subscriber,10,346.9,36
2018,1,January,7,1983,Female,Subscriber,21,368.9047619047619,36
2018,1,January,7,1984,Male,Subscriber,30,258.73333333333335,35
2018,1,January,7,1984,Female,Subscriber,14,471.35714285714283,35
2018,1,January,7,1985,Male,Subscriber,30,522.0,34
2018,1,January,7,1985,Female,Subscriber,8,491.875,34
2018,1,January,7,1986,Male,Subscriber,28,283.67857142857144,33
2018,1,January,7,1986,Female,Subscriber,8,382.625,33
2018,1,January,7,1987,Male,Subscriber,16,277.1875,32
2018,1,January,7,1987,Female,Subscriber,22,273.3636363636364,32
2018,1,January,7,1988,Male,Subscriber,29,252.13793103448276,31
2018,1,January,7,1988,Female,Subscriber,42,518.5952380952381,31
2018,1,January,7,1989,Male,Subscriber,34,270.3529411764706,30
2018,1,January,7,1989,Female,Subscriber,13,295.38461538461536,30
2018,1,January,7,1990,Male,Subscriber,32,348.09375,29
2018,1,January,7,1990,Female,Subscriber,7,424.2857142857143,29
2018,1,January,7,1991,Male,Subscriber,27,259.2962962962963,28
2018,1,January,7,1991,Female,Subscriber,8,502.625,28
2018,1,January,7,1992,Male,Subscriber,20,234.4,27
2018,1,January,7,1993,Male,Subscriber,3,255.66666666666666,26
2018,1,January,7,1994,Male,Subscriber,10,248.0,25
2018,1,January,7,1995,Male,Subscriber,5,369.0,24
2018,1,January,7,1995,Female,Subscriber,2,431.0,24
2018,1,January,7,1996,Female,Subscriber,1,766.0,23
2018,1,January,7,1997,Male,Subscriber,1,148.0,22
2018,1,January,8,1952,Male,Subscriber,2,142.0,67
2018,1,January,8,1954,Male,Subscriber,30,612.6666666666666,65
2018,1,January,8,1955,Male,Subscriber,10,209.3,64
2018,1,January,8,1956,Male,Subscriber,17,260.29411764705884,63
2018,1,January,8,1956,Female,Subscriber,1,172.0,63
2018,1,January,8,1957,Male,Subscriber,4,374.75,62
2018,1,January,8,1958,Male,Subscriber,13,387.6923076923077,61
2018,1,January,8,1959,Male,Subscriber,12,454.3333333333333,60
2018,1,January,8,1959,Female,Subscriber,15,228.13333333333333,60
2018,1,January,8,1960,Male,Subscriber,4,203.75,59
2018,1,January,8,1961,Male,Subscriber,1,442.0,58
2018,1,January,8,1961,Female,Subscriber,6,249.5,58
2018,1,January,8,1962,Male,Subscriber,13,535.6153846153846,57
2018,1,January,8,1963,Male,Subscriber,8,266.5,56
2018,1,January,8,1963,Female,Subscriber,1,443.0,56
2018,1,January,8,1964,Male,Subscriber,11,457.90909090909093,55
2018,1,January,8,1964,Female,Subscriber,7,482.2857142857143,55
2018,1,January,8,1965,Male,Subscriber,2,366.0,54
2018,1,January,8,1966,Male,Subscriber,8,493.625,53
2018,1,January,8,1966,Female,Subscriber,2,512.5,53
2018,1,January,8,1967,Male,Subscriber,3,300.6666666666667,52
2018,1,January,8,1968,Male,Subscriber,17,388.6470588235294,51
2018,1,January,8,1968,Female,Subscriber,2,311.0,51
2018,1,January,8,1969,Unknown,Customer,2,591.0,50
2018,1,January,8,1969,Unknown,Subscriber,26,270.38461538461536,50
2018,1,January,8,1969,Female,Subscriber,1,205.0,50
2018,1,January,8,1970,Male,Subscriber,54,373.0740740740741,49
2018,1,January,8,1971,Male,Subscriber,14,807.8571428571429,48
2018,1,January,8,1971,Female,Subscriber,12,1746.5833333333333,48
2018,1,January,8,1972,Male,Subscriber,18,377.44444444444446,47
2018,1,January,8,1973,Male,Subscriber,9,695.5555555555555,46
2018,1,January,8,1973,Female,Subscriber,1,255.0,46
2018,1,January,8,1974,Male,Subscriber,28,333.75,45
2018,1,January,8,1974,Female,Subscriber,3,235.0,45
2018,1,January,8,1975,Male,Subscriber,24,1477.0,44
2018,1,January,8,1975,Female,Subscriber,6,335.3333333333333,44
2018,1,January,8,1976,Unknown,Subscriber,6,207.16666666666666,43
2018,1,January,8,1976,Male,Subscriber,62,582.3548387096774,43
2018,1,January,8,1977,Male,Subscriber,36,386.3333333333333,42
2018,1,January,8,1977,Female,Subscriber,4,284.25,42
2018,1,January,8,1978,Unknown,Subscriber,1,230.0,41
2018,1,January,8,1978,Male,Subscriber,41,294.5121951219512,41
2018,1,January,8,1978,Female,Subscriber,8,276.625,41
2018,1,January,8,1979,Male,Subscriber,45,357.4222222222222,40
2018,1,January,8,1979,Female,Subscriber,3,546.6666666666666,40
2018,1,January,8,1980,Male,Subscriber,61,457.27868852459017,39
2018,1,January,8,1980,Female,Subscriber,2,985.5,39
2018,1,January,8,1981,Unknown,Subscriber,3,237.33333333333334,38
2018,1,January,8,1981,Male,Subscriber,56,510.35714285714283,38
2018,1,January,8,1981,Female,Subscriber,25,342.84,38
2018,1,January,8,1982,Male,Subscriber,45,465.2888888888889,37
2018,1,January,8,1982,Female,Subscriber,36,401.5,37
2018,1,January,8,1983,Male,Subscriber,45,348.06666666666666,36
2018,1,January,8,1983,Female,Subscriber,12,338.5,36
2018,1,January,8,1984,Male,Subscriber,39,359.0,35
2018,1,January,8,1984,Female,Subscriber,6,330.5,35
2018,1,January,8,1985,Male,Subscriber,62,370.56451612903226,34
2018,1,January,8,1985,Female,Subscriber,15,485.6,34
2018,1,January,8,1986,Male,Subscriber,95,285.37894736842105,33
2018,1,January,8,1986,Female,Subscriber,21,488.57142857142856,33
2018,1,January,8,1987,Male,Subscriber,30,588.1333333333333,32
2018,1,January,8,1987,Female,Subscriber,9,270.77777777777777,32
2018,1,January,8,1988,Male,Customer,1,356.0,31
2018,1,January,8,1988,Male,Subscriber,31,346.19354838709677,31
2018,1,January,8,1988,Female,Subscriber,14,422.0,31
2018,1,January,8,1989,Male,Subscriber,67,372.13432835820896,30
2018,1,January,8,1989,Female,Subscriber,9,239.44444444444446,30
2018,1,January,8,1990,Male,Subscriber,48,390.8333333333333,29
2018,1,January,8,1990,Female,Subscriber,5,308.4,29
2018,1,January,8,1991,Male,Subscriber,31,486.1290322580645,28
2018,1,January,8,1991,Female,Subscriber,8,887.75,28
2018,1,January,8,1992,Male,Subscriber,42,344.0,27
2018,1,January,8,1992,Female,Subscriber,1,534.0,27
2018,1,January,8,1993,Male,Subscriber,14,647.0714285714286,26
2018,1,January,8,1993,Female,Subscriber,7,446.0,26
2018,1,January,8,1994,Male,Customer,1,237.0,25
2018,1,January,8,1994,Male,Subscriber,25,509.68,25
2018,1,January,8,1994,Female,Subscriber,1,207.0,25
2018,1,January,8,1995,Male,Subscriber,4,328.25,24
2018,1,January,8,1995,Female,Subscriber,1,1345.0,24
2018,1,January,8,1996,Male,Subscriber,1,171.0,23
2018,1,January,8,1998,Male,Subscriber,1,185.0,21
2018,1,January,9,1931,Female,Subscriber,5,230.6,88
2018,1,January,9,1949,Male,Subscriber,12,452.8333333333333,70
2018,1,January,9,1952,Male,Subscriber,3,180.0,67
2018,1,January,9,1953,Female,Subscriber,1,631.0,66
2018,1,January,9,1954,Male,Subscriber,4,600.5,65
2018,1,January,9,1954,Female,Subscriber,1,221.0,65
2018,1,January,9,1955,Male,Subscriber,1,202.0,64
2018,1,January,9,1956,Male,Subscriber,1,326.0,63
2018,1,January,9,1956,Female,Subscriber,1,483.0,63
2018,1,January,9,1957,Male,Subscriber,3,330.0,62
2018,1,January,9,1958,Male,Subscriber,12,357.6666666666667,61
2018,1,January,9,1959,Female,Subscriber,5,347.8,60
2018,1,January,9,1960,Male,Subscriber,6,429.6666666666667,59
2018,1,January,9,1961,Female,Subscriber,2,641.5,58
2018,1,January,9,1962,Male,Subscriber,10,472.0,57
2018,1,January,9,1962,Female,Subscriber,1,136.0,57
2018,1,January,9,1963,Male,Subscriber,4,272.25,56
2018,1,January,9,1963,Female,Customer,2,526.0,56
2018,1,January,9,1963,Female,Subscriber,1,643.0,56
2018,1,January,9,1964,Male,Subscriber,1,309.0,55
2018,1,January,9,1964,Female,Subscriber,4,433.5,55
2018,1,January,9,1965,Male,Subscriber,1,284.0,54
2018,1,January,9,1966,Male,Subscriber,8,212.5,53
2018,1,January,9,1966,Female,Subscriber,1,543.0,53
2018,1,January,9,1967,Male,Subscriber,7,383.57142857142856,52
2018,1,January,9,1967,Female,Subscriber,2,461.5,52
2018,1,January,9,1968,Male,Subscriber,25,552.16,51
2018,1,January,9,1968,Female,Subscriber,2,526.0,51
2018,1,January,9,1969,Unknown,Customer,2,606.5,50
2018,1,January,9,1969,Unknown,Subscriber,32,283.96875,50
2018,1,January,9,1969,Male,Subscriber,2,456.0,50
2018,1,January,9,1970,Male,Subscriber,17,511.3529411764706,49
2018,1,January,9,1971,Male,Subscriber,7,793.7142857142857,48
2018,1,January,9,1971,Female,Subscriber,2,374.0,48
2018,1,January,9,1972,Male,Subscriber,13,427.7692307692308,47
2018,1,January,9,1973,Male,Subscriber,11,383.6363636363636,46
2018,1,January,9,1974,Male,Subscriber,3,316.6666666666667,45
2018,1,January,9,1974,Female,Subscriber,3,511.6666666666667,45
2018,1,January,9,1975,Male,Subscriber,15,407.2,44
2018,1,January,9,1975,Female,Subscriber,2,154.0,44
2018,1,January,9,1976,Male,Subscriber,8,568.625,43
2018,1,January,9,1976,Female,Subscriber,2,321.5,43
2018,1,January,9,1977,Male,Subscriber,13,242.6153846153846,42
2018,1,January,9,1977,Female,Subscriber,5,342.6,42
2018,1,January,9,1978,Male,Subscriber,19,1729.9473684210527,41
2018,1,January,9,1978,Female,Subscriber,12,479.1666666666667,41
2018,1,January,9,1979,Male,Subscriber,12,275.75,40
2018,1,January,9,1979,Female,Subscriber,1,317.0,40
2018,1,January,9,1980,Male,Subscriber,27,342.44444444444446,39
2018,1,January,9,1980,Female,Subscriber,24,160.83333333333334,39
2018,1,January,9,1981,Unknown,Subscriber,5,182.4,38
2018,1,January,9,1981,Male,Subscriber,18,401.0,38
2018,1,January,9,1981,Female,Subscriber,1,164.0,38
2018,1,January,9,1982,Male,Subscriber,13,464.0,37
2018,1,January,9,1982,Female,Subscriber,6,435.8333333333333,37
2018,1,January,9,1983,Male,Subscriber,27,313.8888888888889,36
2018,1,January,9,1983,Female,Subscriber,7,300.42857142857144,36
2018,1,January,9,1984,Male,Subscriber,14,365.92857142857144,35
2018,1,January,9,1984,Female,Subscriber,6,340.6666666666667,35
2018,1,January,9,1985,Unknown,Subscriber,1,359.0,34
2018,1,January,9,1985,Male,Subscriber,15,384.6,34
2018,1,January,9,1985,Female,Subscriber,13,334.3076923076923,34
2018,1,January,9,1986,Male,Subscriber,39,289.71794871794873,33
2018,1,January,9,1986,Female,Subscriber,12,413.3333333333333,33
2018,1,January,9,1987,Male,Subscriber,34,240.73529411764707,32
2018,1,January,9,1987,Female,Subscriber,9,383.77777777777777,32
2018,1,January,9,1988,Male,Customer,2,489.5,31
2018,1,January,9,1988,Male,Subscriber,26,368.34615384615387,31
2018,1,January,9,1988,Female,Subscriber,7,2077.5714285714284,31
2018,1,January,9,1989,Male,Subscriber,44,417.9318181818182,30
2018,1,January,9,1989,Female,Subscriber,10,229.5,30
2018,1,January,9,1990,Male,Subscriber,23,331.4782608695652,29
2018,1,January,9,1990,Female,Customer,1,191.0,29
2018,1,January,9,1990,Female,Subscriber,5,298.0,29
2018,1,January,9,1991,Male,Subscriber,6,584.1666666666666,28
2018,1,January,9,1991,Female,Subscriber,1,307.0,28
2018,1,January,9,1992,Male,Subscriber,21,427.2857142857143,27
2018,1,January,9,1992,Female,Subscriber,2,490.5,27
2018,1,January,9,1993,Male,Subscriber,4,302.0,26
2018,1,January,9,1993,Female,Subscriber,2,554.0,26
2018,1,January,9,1994,Male,Subscriber,3,552.3333333333334,25
2018,1,January,9,1994,Female,Subscriber,1,194.0,25
2018,1,January,9,1995,Female,Subscriber,4,530.75,24
2018,1,January,10,1887,Unknown,Subscriber,2,374.0,132
2018,1,January,10,1931,Female,Subscriber,1,229.0,88
2018,1,January,10,1947,Male,Subscriber,2,183.0,72
2018,1,January,10,1952,Male,Subscriber,5,289.2,67
2018,1,January,10,1953,Female,Subscriber,16,592.625,66
2018,1,January,10,1954,Female,Subscriber,2,178.0,65
2018,1,January,10,1956,Male,Subscriber,1,481.0,63
2018,1,January,10,1957,Male,Subscriber,6,313.3333333333333,62
2018,1,January,10,1958,Male,Subscriber,2,287.5,61
2018,1,January,10,1958,Female,Subscriber,1,240.0,61
2018,1,January,10,1959,Female,Subscriber,6,833.3333333333334,60
2018,1,January,10,1960,Male,Subscriber,8,332.125,59
2018,1,January,10,1961,Male,Subscriber,1,498.0,58
2018,1,January,10,1962,Male,Subscriber,2,953.5,57
2018,1,January,10,1962,Female,Subscriber,3,306.0,57
2018,1,January,10,1963,Male,Subscriber,2,123.5,56
2018,1,January,10,1964,Male,Subscriber,3,353.0,55
2018,1,January,10,1964,Female,Subscriber,3,374.3333333333333,55
2018,1,January,10,1965,Male,Subscriber,1,282.0,54
2018,1,January,10,1966,Male,Subscriber,2,292.0,53
2018,1,January,10,1967,Male,Subscriber,3,137.33333333333334,52
2018,1,January,10,1967,Female,Subscriber,3,453.3333333333333,52
2018,1,January,10,1968,Male,Subscriber,5,492.6,51
2018,1,January,10,1968,Female,Subscriber,1,668.0,51
2018,1,January,10,1969,Unknown,Customer,1,441.0,50
2018,1,January,10,1969,Unknown,Subscriber,5,288.2,50
